# Toast template matches for part538.mp4
# template=templates/we_need_to_go_template.png  min_score=0.55
# fps=60.0  total_frames=2185933
# 703 matches found

timestamp           frame    score
00:44:11.000       159060   0.9902
00:44:13.000       159180   0.9910
00:44:14.000       159240   0.9866
01:13:52.000       265920   0.9365
01:13:53.000       265980   0.9382
01:13:56.000       266160   0.9896
01:13:57.000       266220   0.9031
01:13:59.000       266340   0.9891
01:14:00.000       266400   0.9891
01:14:03.000       266580   0.9920
01:14:04.000       266640   0.9886
01:14:05.000       266700   0.8285
01:14:08.000       266880   0.9892
01:14:09.000       266940   0.9767
01:14:10.000       267000   0.9860
01:14:11.000       267060   0.9773
01:14:13.000       267180   0.9844
01:14:14.000       267240   0.9907
01:19:17.000       285420   0.9457
01:19:18.000       285480   0.9891
01:19:19.000       285540   0.9896
01:19:20.000       285600   0.9752
01:19:21.000       285660   0.9873
01:19:24.000       285840   0.9880
01:19:25.000       285900   0.9890
01:19:27.000       286020   0.9857
01:19:28.000       286080   0.9906
01:19:31.000       286260   0.9852
01:19:32.000       286320   0.9864
01:19:33.000       286380   0.9794
01:28:29.000       318540   0.9268
01:28:30.000       318600   0.9545
01:28:33.000       318780   0.9904
01:28:34.000       318840   0.9940
01:28:37.000       319020   0.9931
01:28:38.000       319080   0.9896
01:28:39.000       319140   0.9938
01:28:40.000       319200   0.9871
01:28:41.000       319260   0.9891
01:28:42.000       319320   0.9943
01:28:43.000       319380   0.9978
01:28:44.000       319440   0.9973
01:28:45.000       319500   0.9721
01:35:07.000       342420   0.9861
01:35:08.000       342480   0.9918
01:35:09.000       342540   0.9889
01:35:11.000       342660   0.9878
01:35:12.000       342720   0.9865
01:35:13.000       342780   0.9785
01:35:15.000       342900   0.9872
01:35:16.000       342960   0.9889
01:35:18.000       343080   0.9861
01:35:19.000       343140   0.9826
01:35:20.000       343200   0.9866
01:35:21.000       343260   0.9921
01:52:49.000       406140   0.9412
01:52:50.000       406200   0.9419
01:52:53.000       406380   0.9894
01:52:54.000       406440   0.9891
01:52:55.000       406500   0.9893
01:52:57.000       406620   0.9853
01:52:59.000       406740   0.9755
01:53:00.000       406800   0.9834
01:53:01.000       406860   0.8915
01:53:03.000       406980   0.9891
01:53:04.000       407040   0.9856
01:53:07.000       407220   0.9874
01:53:08.000       407280   0.9819
01:53:09.000       407340   0.9510
01:53:10.000       407400   0.9843
01:53:11.000       407460   0.9850
01:53:12.000       407520   0.9811
01:53:14.000       407640   0.9870
01:53:15.000       407700   0.9882
01:53:16.000       407760   0.9567
01:53:17.000       407820   0.9139
02:02:24.000       440640   0.9896
02:02:25.000       440700   0.9879
02:02:27.000       440820   0.9914
02:02:28.000       440880   0.9880
02:02:29.000       440940   0.9877
02:02:33.000       441180   0.9840
02:02:35.000       441300   0.9880
02:02:37.000       441420   0.9928
02:02:38.000       441480   0.9889
02:02:39.000       441540   0.9638
02:02:40.000       441600   0.9573
02:02:41.000       441660   0.9907
02:02:42.000       441720   0.9889
02:15:25.000       487500   0.9267
02:15:27.000       487620   0.9893
02:15:28.000       487680   0.9857
02:15:30.000       487800   0.9842
02:15:31.000       487860   0.9831
02:15:34.000       488040   0.9840
02:15:35.000       488100   0.9839
02:15:36.000       488160   0.9861
02:15:38.000       488280   0.9860
02:15:39.000       488340   0.9882
02:15:41.000       488460   0.9927
02:15:42.000       488520   0.9952
02:15:43.000       488580   0.9960
02:15:44.000       488640   0.9907
02:15:45.000       488700   0.9908
02:15:48.000       488880   0.9823
02:15:49.000       488940   0.9748
02:15:50.000       489000   0.7778
02:22:42.000       513720   0.9354
02:22:43.000       513780   0.9873
02:22:45.000       513900   0.9897
02:22:46.000       513960   0.9884
02:22:48.000       514080   0.9897
02:22:49.000       514140   0.9895
02:22:50.000       514200   0.9893
02:22:53.000       514380   0.9917
02:22:54.000       514440   0.9907
02:22:55.000       514500   0.9887
02:22:56.000       514560   0.9881
02:29:40.000       538800   0.9940
02:29:41.000       538860   0.9935
02:29:43.000       538980   0.9918
02:29:44.000       539040   0.9891
02:29:45.000       539100   0.9889
02:29:46.000       539160   0.9839
02:29:47.000       539220   0.9901
02:29:52.000       539520   0.9837
02:29:53.000       539580   0.9819
02:29:54.000       539640   0.9907
02:29:55.000       539700   0.9785
02:29:56.000       539760   0.9859
02:29:57.000       539820   0.9892
02:29:58.000       539880   0.9883
02:29:59.000       539940   0.9662
02:45:10.000       594600   0.9551
02:45:11.000       594660   0.9793
02:45:14.000       594840   0.9855
02:45:15.000       594900   0.9854
02:45:17.000       595020   0.9873
02:45:18.000       595080   0.9901
02:45:21.000       595260   0.9895
02:45:24.000       595440   0.9860
02:45:25.000       595500   0.9858
02:45:27.000       595620   0.9808
02:45:28.000       595680   0.9822
02:45:30.000       595800   0.9859
02:45:31.000       595860   0.9866
02:50:35.000       614100   0.9407
02:50:36.000       614160   0.9527
02:50:37.000       614220   0.9925
02:50:39.000       614340   0.9865
02:50:40.000       614400   0.9906
02:50:41.000       614460   0.9881
02:50:42.000       614520   0.9889
02:50:43.000       614580   0.9886
02:50:44.000       614640   0.9882
02:50:46.000       614760   0.9911
02:50:47.000       614820   0.9904
02:50:48.000       614880   0.9902
02:50:50.000       615000   0.9752
02:50:51.000       615060   0.9853
02:50:52.000       615120   0.9886
02:50:53.000       615180   0.9924
02:50:55.000       615300   0.9943
03:04:18.000       663480   0.9859
03:04:19.000       663540   0.9875
03:04:25.000       663900   0.9838
03:04:26.000       663960   0.9848
03:04:27.000       664020   0.9846
03:04:29.000       664140   0.9833
03:04:32.000       664320   0.9283
03:15:03.000       702180   0.9559
03:15:07.000       702420   0.9896
03:15:08.000       702480   0.9869
03:15:10.000       702600   0.9898
03:15:11.000       702660   0.9899
03:15:14.000       702840   0.9893
03:15:15.000       702900   0.9850
03:15:18.000       703080   0.9868
03:15:19.000       703140   0.9862
03:15:21.000       703260   0.9879
03:15:22.000       703320   0.9762
03:15:24.000       703440   0.9875
03:15:25.000       703500   0.9855
03:36:54.000       780840   0.9228
03:36:55.000       780900   0.9475
03:36:56.000       780960   0.9840
03:36:57.000       781020   0.9882
03:36:58.000       781080   0.9916
03:36:59.000       781140   0.9920
03:37:00.000       781200   0.9919
03:37:01.000       781260   0.9919
03:37:02.000       781320   0.9924
03:37:03.000       781380   0.9908
03:46:19.000       814740   0.9516
03:46:20.000       814800   0.9587
03:46:21.000       814860   0.9820
03:46:22.000       814920   0.9855
03:46:28.000       815280   0.9826
03:46:29.000       815340   0.9779
03:46:30.000       815400   0.9839
03:46:33.000       815580   0.9809
03:46:34.000       815640   0.9947
03:46:36.000       815760   0.9856
03:56:51.000       852660   0.9809
03:56:52.000       852720   0.9909
03:56:55.000       852900   0.9843
03:56:56.000       852960   0.9867
03:56:57.000       853020   0.9765
03:56:58.000       853080   0.9875
03:56:59.000       853140   0.9891
03:57:03.000       853380   0.9798
03:57:04.000       853440   0.9390
03:57:05.000       853500   0.9778
03:57:06.000       853560   0.9828
03:57:08.000       853680   0.9903
03:57:09.000       853740   0.9917
03:57:10.000       853800   0.9902
04:12:59.000       910740   0.9809
04:13:00.000       910800   0.9903
04:13:01.000       910860   0.9905
04:13:04.000       911040   0.9885
04:13:07.000       911220   0.9856
04:13:08.000       911280   0.9899
04:13:10.000       911400   0.9876
04:13:11.000       911460   0.9865
04:13:12.000       911520   0.9866
04:13:13.000       911580   0.9862
04:13:14.000       911640   0.9922
04:13:15.000       911700   0.8508
04:22:20.000       944400   0.9898
04:22:21.000       944460   0.9855
04:22:23.000       944580   0.9877
04:22:24.000       944640   0.9860
04:22:26.000       944760   0.9874
04:22:27.000       944820   0.9876
04:22:28.000       944880   0.9890
04:22:30.000       945000   0.9867
04:22:31.000       945060   0.9898
04:22:33.000       945180   0.9905
04:22:34.000       945240   0.9837
04:22:35.000       945300   0.9847
04:22:36.000       945360   0.9862
04:22:37.000       945420   0.9920
04:22:38.000       945480   0.6618
04:27:57.000       964620   0.9408
04:27:58.000       964680   0.9408
04:28:01.000       964860   0.9842
04:28:02.000       964920   0.9243
04:28:03.000       964980   0.9722
04:28:04.000       965040   0.9836
04:28:05.000       965100   0.9840
04:28:06.000       965160   0.9878
04:28:07.000       965220   0.9879
04:28:08.000       965280   0.9922
04:28:09.000       965340   0.9899
04:28:10.000       965400   0.9920
04:28:11.000       965460   0.9921
04:28:12.000       965520   0.9901
04:34:13.000       987180   0.9523
04:34:16.000       987360   0.9667
04:34:17.000       987420   0.9845
04:34:18.000       987480   0.9859
04:34:19.000       987540   0.9853
04:34:23.000       987780   0.9835
04:34:24.000       987840   0.9906
04:34:29.000       988140   0.9942
04:34:30.000       988200   0.9894
04:34:31.000       988260   0.6915
04:45:09.000      1026540   0.9691
04:45:10.000      1026600   0.9646
04:45:12.000      1026720   0.9759
04:45:13.000      1026780   0.9768
04:45:16.000      1026960   0.9770
04:45:17.000      1027020   0.9749
04:45:18.000      1027080   0.9768
04:45:21.000      1027260   0.9755
04:45:22.000      1027320   0.9776
04:45:23.000      1027380   0.9776
04:45:24.000      1027440   0.9777
04:45:25.000      1027500   0.9775
04:45:26.000      1027560   0.9749
04:45:27.000      1027620   0.9476
04:50:34.000      1046040   0.9501
04:50:35.000      1046100   0.9703
04:50:36.000      1046160   0.9844
04:50:37.000      1046220   0.9909
04:50:40.000      1046400   0.9864
04:50:41.000      1046460   0.9885
04:50:42.000      1046520   0.9888
04:50:45.000      1046700   0.9795
04:50:48.000      1046880   0.9866
04:50:49.000      1046940   0.9879
04:50:52.000      1047120   0.9909
04:50:53.000      1047180   0.9652
04:50:56.000      1047360   0.9849
04:50:57.000      1047420   0.9893
04:51:00.000      1047600   0.7951
05:07:06.000      1105560   0.9494
05:07:07.000      1105620   0.9876
05:07:08.000      1105680   0.9936
05:07:11.000      1105860   0.9893
05:07:12.000      1105920   0.9904
05:07:14.000      1106040   0.9824
05:07:15.000      1106100   0.9845
05:07:17.000      1106220   0.9959
05:19:03.000      1148580   0.9933
05:19:06.000      1148760   0.9880
05:19:07.000      1148820   0.9877
05:19:08.000      1148880   0.9882
05:19:11.000      1149060   0.9902
05:19:12.000      1149120   0.9867
05:19:13.000      1149180   0.9902
05:19:15.000      1149300   0.9887
05:19:16.000      1149360   0.9875
05:19:17.000      1149420   0.9889
05:19:19.000      1149540   0.9854
05:19:20.000      1149600   0.9883
05:19:21.000      1149660   0.9879
05:19:22.000      1149720   0.9886
05:19:23.000      1149780   0.9878
05:19:25.000      1149900   0.9870
05:19:26.000      1149960   0.9866
05:19:27.000      1150020   0.9874
05:19:28.000      1150080   0.9852
05:19:29.000      1150140   0.9273
05:23:25.000      1164300   0.9863
05:23:26.000      1164360   0.9903
05:23:27.000      1164420   0.9840
05:23:29.000      1164540   0.9860
05:23:30.000      1164600   0.9878
05:23:31.000      1164660   0.9840
05:23:34.000      1164840   0.9849
05:23:35.000      1164900   0.9844
05:23:36.000      1164960   0.9890
05:23:37.000      1165020   0.9843
05:29:32.000      1186320   0.9508
05:29:33.000      1186380   0.9573
05:29:36.000      1186560   0.9882
05:29:37.000      1186620   0.9788
05:29:38.000      1186680   0.9867
05:29:40.000      1186800   0.9875
05:29:41.000      1186860   0.9894
05:29:43.000      1186980   0.9922
05:29:44.000      1187040   0.9916
05:29:45.000      1187100   0.9930
05:29:46.000      1187160   0.9912
05:42:41.000      1233660   0.9651
05:42:42.000      1233720   0.9436
05:42:43.000      1233780   0.9821
05:42:44.000      1233840   0.9830
05:42:45.000      1233900   0.9947
05:42:48.000      1234080   0.9953
05:42:49.000      1234140   0.9943
05:42:50.000      1234200   0.9943
05:42:51.000      1234260   0.9932
05:42:54.000      1234440   0.9960
05:42:57.000      1234620   0.9765
05:42:58.000      1234680   0.9747
05:42:59.000      1234740   0.9415
06:02:22.000      1304520   0.9360
06:02:23.000      1304580   0.9661
06:02:24.000      1304640   0.9906
06:02:25.000      1304700   0.9848
06:02:26.000      1304760   0.9926
06:02:27.000      1304820   0.9913
06:02:28.000      1304880   0.9906
06:02:29.000      1304940   0.9926
06:02:30.000      1305000   0.9941
06:22:30.000      1377000   0.9547
06:22:31.000      1377060   0.9524
06:22:32.000      1377120   0.9904
06:22:33.000      1377180   0.9923
06:22:34.000      1377240   0.9866
06:22:37.000      1377420   0.9890
06:22:38.000      1377480   0.9878
06:22:39.000      1377540   0.9857
06:22:41.000      1377660   0.9875
06:22:42.000      1377720   0.9868
06:22:43.000      1377780   0.9902
06:22:46.000      1377960   0.9889
06:22:47.000      1378020   0.9877
06:22:49.000      1378140   0.9869
06:22:50.000      1378200   0.9878
06:22:51.000      1378260   0.9893
06:22:52.000      1378320   0.9860
06:22:55.000      1378500   0.9890
06:22:56.000      1378560   0.9865
06:22:58.000      1378680   0.9872
06:37:11.000      1429860   0.9469
06:37:12.000      1429920   0.9645
06:37:13.000      1429980   0.9849
06:37:15.000      1430100   0.9773
06:37:16.000      1430160   0.9913
06:37:18.000      1430280   0.9873
06:37:19.000      1430340   0.9873
06:37:20.000      1430400   0.9876
06:37:21.000      1430460   0.9890
06:37:22.000      1430520   0.9899
06:37:23.000      1430580   0.9896
06:37:24.000      1430640   0.9902
06:49:55.000      1475700   0.9873
06:49:56.000      1475760   0.9890
06:49:57.000      1475820   0.9905
06:49:58.000      1475880   0.9879
06:49:59.000      1475940   0.9562
06:50:00.000      1476000   0.9877
06:50:01.000      1476060   0.9884
06:50:02.000      1476120   0.9869
06:50:03.000      1476180   0.9896
07:01:28.000      1517280   0.9840
07:01:29.000      1517340   0.9841
07:01:30.000      1517400   0.9881
07:01:32.000      1517520   0.9876
07:01:33.000      1517580   0.9879
07:01:34.000      1517640   0.9895
07:01:38.000      1517880   0.9876
07:01:39.000      1517940   0.9823
07:01:40.000      1518000   0.9877
07:01:41.000      1518060   0.9882
07:01:45.000      1518300   0.9863
07:01:46.000      1518360   0.9875
07:08:32.000      1542720   0.9586
07:08:33.000      1542780   0.9901
07:08:34.000      1542840   0.9924
07:08:37.000      1543020   0.9862
07:08:38.000      1543080   0.9854
07:08:39.000      1543140   0.9891
07:08:41.000      1543260   0.9796
07:08:42.000      1543320   0.9802
07:08:44.000      1543440   0.9853
07:08:45.000      1543500   0.9923
07:08:46.000      1543560   0.9889
07:19:10.000      1581000   0.9492
07:19:11.000      1581060   0.9556
07:19:12.000      1581120   0.9899
07:19:13.000      1581180   0.9913
07:19:14.000      1581240   0.9926
07:19:15.000      1581300   0.9925
07:19:16.000      1581360   0.9941
07:19:17.000      1581420   0.9905
07:19:20.000      1581600   0.9868
07:19:21.000      1581660   0.9907
07:19:22.000      1581720   0.9895
07:19:25.000      1581900   0.9899
07:19:26.000      1581960   0.9846
07:19:27.000      1582020   0.9895
07:19:29.000      1582140   0.6724
07:36:51.000      1644660   0.9496
07:36:52.000      1644720   0.9523
07:36:54.000      1644840   0.9905
07:36:55.000      1644900   0.9771
07:36:58.000      1645080   0.9826
07:36:59.000      1645140   0.9807
07:37:00.000      1645200   0.9818
07:37:01.000      1645260   0.9859
07:37:03.000      1645380   0.9852
07:37:04.000      1645440   0.9857
07:37:05.000      1645500   0.9916
07:37:06.000      1645560   0.9857
07:46:11.000      1678260   0.9973
07:46:13.000      1678380   0.9969
07:46:15.000      1678500   0.9928
07:46:16.000      1678560   0.9927
07:46:17.000      1678620   0.9926
07:46:18.000      1678680   0.9924
07:46:19.000      1678740   0.9950
07:46:20.000      1678800   0.9950
07:46:21.000      1678860   0.9950
07:46:22.000      1678920   0.9950
07:46:23.000      1678980   0.9949
07:46:24.000      1679040   0.9956
07:46:25.000      1679100   0.9956
07:46:26.000      1679160   0.9953
07:46:27.000      1679220   0.9950
07:46:28.000      1679280   0.9911
07:46:29.000      1679340   0.9833
07:46:30.000      1679400   0.9930
07:46:32.000      1679520   0.9892
07:46:33.000      1679580   0.9877
07:46:35.000      1679700   0.9877
07:46:36.000      1679760   0.9845
07:46:37.000      1679820   0.9937
07:46:39.000      1679940   0.9661
07:46:40.000      1680000   0.8890
07:56:48.000      1716480   0.9512
07:56:53.000      1716780   0.9401
08:17:15.000      1790100   0.9441
08:17:16.000      1790160   0.9611
08:17:17.000      1790220   0.9792
08:17:20.000      1790400   0.9829
08:17:21.000      1790460   0.9849
08:17:22.000      1790520   0.9834
08:17:25.000      1790700   0.9855
08:17:26.000      1790760   0.9838
08:17:27.000      1790820   0.9711
08:17:28.000      1790880   0.9844
08:17:29.000      1790940   0.9887
08:17:30.000      1791000   0.9930
08:25:57.000      1821420   0.9467
08:25:58.000      1821480   0.9572
08:25:59.000      1821540   0.9935
08:26:02.000      1821720   0.9901
08:26:03.000      1821780   0.9917
08:26:05.000      1821900   0.9901
08:26:06.000      1821960   0.9912
08:26:07.000      1822020   0.9906
08:26:09.000      1822140   0.9891
08:26:10.000      1822200   0.9895
08:26:11.000      1822260   0.9893
08:32:24.000      1844640   0.9541
08:32:25.000      1844700   0.9453
08:32:26.000      1844760   0.9834
08:32:28.000      1844880   0.9894
08:32:29.000      1844940   0.9815
08:32:31.000      1845060   0.9868
08:32:32.000      1845120   0.9889
08:32:33.000      1845180   0.9877
08:32:35.000      1845300   0.9848
08:32:37.000      1845420   0.9848
08:32:38.000      1845480   0.9789
08:32:39.000      1845540   0.9859
08:32:40.000      1845600   0.9799
08:44:38.000      1888680   0.9444
08:44:39.000      1888740   0.9582
08:44:40.000      1888800   0.9931
08:44:41.000      1888860   0.9901
08:44:42.000      1888920   0.9878
08:44:45.000      1889100   0.9913
08:44:46.000      1889160   0.9913
08:44:47.000      1889220   0.9908
08:44:49.000      1889340   0.9851
08:44:50.000      1889400   0.9896
08:44:52.000      1889520   0.9932
08:54:30.000      1924200   0.9553
08:54:31.000      1924260   0.9914
08:54:32.000      1924320   0.9918
08:54:33.000      1924380   0.9882
08:54:34.000      1924440   0.9335
08:54:35.000      1924500   0.9913
08:54:36.000      1924560   0.9908
08:54:39.000      1924740   0.9894
08:54:40.000      1924800   0.9843
08:54:41.000      1924860   0.8020
09:02:44.000      1953840   0.9566
09:02:45.000      1953900   0.9793
09:02:47.000      1954020   0.9786
09:02:48.000      1954080   0.9824
09:02:49.000      1954140   0.9826
09:02:50.000      1954200   0.9849
09:02:51.000      1954260   0.9848
09:02:54.000      1954440   0.9842
09:02:55.000      1954500   0.9849
09:02:57.000      1954620   0.9868
09:02:58.000      1954680   0.9832
09:02:59.000      1954740   0.9860
09:03:01.000      1954860   0.9811
09:17:15.000      2006100   0.9598
09:17:16.000      2006160   0.9599
09:17:19.000      2006340   0.9851
09:17:20.000      2006400   0.9522
09:17:23.000      2006580   0.9945
09:17:24.000      2006640   0.9898
09:17:25.000      2006700   0.9912
09:17:26.000      2006760   0.9936
09:17:27.000      2006820   0.9973
09:17:28.000      2006880   0.9605
09:17:29.000      2006940   0.9577
09:17:30.000      2007000   0.9841
09:28:30.000      2046600   0.9589
09:28:31.000      2046660   0.9957
09:28:32.000      2046720   0.9968
09:28:33.000      2046780   0.9904
09:28:34.000      2046840   0.9981
09:28:35.000      2046900   0.9895
09:28:36.000      2046960   0.9856
09:28:37.000      2047020   0.9814
09:28:38.000      2047080   0.9838
09:28:39.000      2047140   0.9766
09:28:40.000      2047200   0.9700
09:32:55.000      2062500   0.9483
09:32:56.000      2062560   0.9531
09:32:57.000      2062620   0.9894
09:32:58.000      2062680   0.9886
09:32:59.000      2062740   0.9854
09:33:01.000      2062860   0.9867
09:33:02.000      2062920   0.9867
09:33:04.000      2063040   0.9875
09:33:05.000      2063100   0.9871
09:33:06.000      2063160   0.9876
09:33:07.000      2063220   0.9858
09:33:08.000      2063280   0.9905
09:33:09.000      2063340   0.9900
09:33:10.000      2063400   0.9313
09:40:58.000      2091480   0.9523
09:40:59.000      2091540   0.9820
09:41:02.000      2091720   0.9872
09:41:03.000      2091780   0.9848
09:41:05.000      2091900   0.9874
09:41:06.000      2091960   0.9882
09:41:07.000      2092020   0.9870
09:41:09.000      2092140   0.9812
09:41:11.000      2092260   0.9917
09:41:12.000      2092320   0.9905
09:41:13.000      2092380   0.9908
09:41:14.000      2092440   0.9889
09:54:02.000      2138520   0.9478
09:54:03.000      2138580   0.9555
09:54:06.000      2138760   0.9862
09:54:08.000      2138880   0.9833
09:54:09.000      2138940   0.9794
09:54:10.000      2139000   0.9803
09:54:12.000      2139120   0.9832
09:54:13.000      2139180   0.9788
09:54:14.000      2139240   0.9388
09:54:15.000      2139300   0.9087
