run,run_start_timestamp,run_start_frame,run_end_timestamp,run_end_frame,toast_index,toast_timestamp,toast_frame,timer_text,timer_conf,toast_conf,template_name,timer_source
63,01:57:28.000,422880,01:57:51.983,424319,,,,,,,,
64,01:57:52.000,424320,01:59:49.983,431399,,,,,,,,
65,01:59:50.000,431400,02:11:15.983,472559,1,02:02:23.267,440596,02:33.948,0.6437,0.9774,toast1,anchor_refresh
65,01:59:50.000,431400,02:11:15.983,472559,2,02:04:06.383,446783,04:04.768,0.7502,0.9785,toast2,anchor_refresh
66,02:11:16.000,472560,02:11:55.983,474959,,,,,,,,
67,02:11:56.000,474960,02:12:15.983,476159,,,,,,,,
68,02:12:16.000,476160,02:12:35.983,477359,,,,,,,,
69,02:12:36.000,477360,02:18:21.983,498119,1,02:15:24.933,487496,02:39.543,0.6374,0.9749,toast1,anchor_refresh
70,02:18:22.000,498120,02:23:17.983,515879,1,02:22:41.050,513663,04:02.247,0.7978,0.9703,toast1,anchor_refresh
71,02:23:18.000,515880,02:23:51.983,517919,,,,,,,,
72,02:23:52.000,517920,02:24:19.983,519599,,,,,,,,
73,02:24:20.000,519600,02:24:59.983,521999,,,,,,,,
74,02:25:00.000,522000,02:25:33.983,524039,,,,,,,,
75,02:25:34.000,524040,02:26:07.983,526079,,,,,,,,
76,02:26:08.000,526080,02:36:45.983,564359,1,02:29:39.083,538745,03:15.648,0.7163,0.9770,toast1,anchor_refresh
76,02:26:08.000,526080,02:36:45.983,564359,2,02:31:27.883,545273,04:53.908,0.6552,0.9861,toast2,anchor_refresh
77,02:36:46.000,564360,02:39:07.983,572879,,,,,,,,
78,02:39:08.000,572880,02:39:35.983,574559,,,,,,,,
79,02:39:36.000,574560,02:40:03.983,576239,,,,,,,,
80,02:40:04.000,576240,02:41:13.983,580439,,,,,,,,
81,02:41:14.000,580440,02:41:33.983,581639,,,,,,,,
82,02:41:34.000,581640,02:47:43.983,603839,1,02:45:09.250,594555,03:35.094,0.6205,0.9723,toast1,anchor_refresh
82,02:41:34.000,581640,02:47:43.983,603839,2,02:47:18.667,602320,05:28.925,0.6108,0.9860,toast2,anchor_refresh
83,02:47:44.000,603840,02:48:11.983,605519,,,,,,,,
84,02:48:12.000,605520,02:53:21.983,624119,1,02:50:34.383,614063,02:24.002,0.7435,0.9722,toast1,anchor_refresh
85,02:53:22.000,624120,02:54:13.983,627239,,,,,,,,
86,02:54:14.000,627240,02:54:45.983,629159,,,,,,,,
87,02:54:46.000,629160,02:58:41.983,643319,,,,,,,,
88,02:58:42.000,643320,03:01:57.983,655079,,,,,,,,
89,03:01:58.000,655080,03:11:27.983,689279,1,03:04:17.383,663443,02:10.502,0.7049,0.9770,toast1,anchor_refresh
90,03:11:28.000,689280,03:18:45.983,715559,1,03:15:02.067,702124,03:33.753,0.6291,0.9777,toast1,anchor_refresh
91,03:18:46.000,715560,03:20:49.983,722999,,,,,,,,
92,03:20:50.000,723000,03:21:27.983,725279,,,,,,,,
93,03:21:28.000,725280,03:22:31.983,729119,,,,,,,,
94,03:22:32.000,729120,03:23:05.983,731159,,,,,,,,
95,03:23:06.000,731160,03:23:31.983,732719,,,,,,,,
96,03:23:32.000,732720,03:24:03.983,734639,,,,,,,,
97,03:24:04.000,734640,03:27:41.983,747719,,,,,,,,
98,03:27:42.000,747720,03:28:25.983,750359,,,,,,,,
99,03:28:26.000,750360,03:29:27.983,754079,,,,,,,,
100,03:29:28.000,754080,03:30:09.983,756599,,,,,,,,
101,03:30:10.000,756600,03:30:55.983,759359,,,,,,,,
102,03:30:56.000,759360,03:31:55.983,762959,,,,,,,,
103,03:31:56.000,762960,03:32:27.983,764879,,,,,,,,
104,03:32:28.000,764880,03:41:45.983,798359,1,03:36:53.950,780837,04:26.796,0.7626,0.9754,toast1,anchor_refresh
104,03:32:28.000,764880,03:41:45.983,798359,2,03:37:05.867,781552,04:38.685,0.6363,0.9856,toast2,anchor_refresh
105,03:41:46.000,798360,03:42:27.983,800879,,,,,,,,
106,03:42:28.000,800880,03:49:53.983,827639,1,03:46:18.250,814695,03:43.249,0.7026,0.9766,toast1,anchor_refresh
107,03:49:54.000,827640,03:53:35.983,840959,,,,,,,,
108,03:53:36.000,840960,03:58:33.983,858839,1,03:56:50.833,852650,03:16.347,0.7696,0.9772,toast1,anchor_refresh
108,03:53:36.000,840960,03:58:33.983,858839,2,03:58:21.550,858093,04:36.592,0.6681,0.9862,toast2,anchor_refresh
109,03:58:34.000,858840,03:59:17.983,861479,,,,,,,,
110,03:59:18.000,861480,03:59:41.983,862919,,,,,,,,
111,03:59:42.000,862920,04:00:47.983,866879,,,,,,,,
112,04:00:48.000,866880,04:01:23.983,869039,,,,,,,,
113,04:01:24.000,869040,04:01:45.983,870359,,,,,,,,
114,04:01:46.000,870360,04:02:23.983,872639,,,,,,,,
115,04:02:24.000,872640,04:05:45.983,884759,,,,,,,,
116,04:05:46.000,884760,04:06:15.983,886559,,,,,,,,
117,04:06:16.000,886560,04:09:17.983,897479,,,,,,,,
118,04:09:18.000,897480,04:10:03.983,900239,,,,,,,,
119,04:10:04.000,900240,04:13:31.983,912719,1,04:12:58.633,910718,02:56.063,0.6374,0.9758,toast1,anchor_refresh
120,04:13:32.000,912720,04:15:19.983,919199,,,,,,,,
121,04:15:20.000,919200,04:15:43.983,920639,,,,,,,,
122,04:15:44.000,920640,04:16:45.983,924359,,,,,,,,
123,04:16:46.000,924360,04:17:41.983,927719,,,,,,,,
124,04:17:42.000,927720,04:18:35.983,930959,,,,,,,,
125,04:18:36.000,930960,04:18:57.983,932279,,,,,,,,
126,04:18:58.000,932280,04:19:29.983,934199,,,,,,,,
127,04:19:30.000,934200,04:24:01.983,950519,1,04:22:19.017,944341,02:29.549,0.6807,0.9773,toast1,anchor_refresh
128,04:24:02.000,950520,04:24:23.983,951839,,,,,,,,
129,04:24:24.000,951840,04:29:53.983,971639,1,04:27:56.683,964601,03:09.503,0.5614,0.9773,toast1,anchor_refresh
130,04:29:54.000,971640,04:31:05.983,975959,,,,,,,,
131,04:31:06.000,975960,04:40:51.983,1011119,1,04:34:12.300,987138,02:56.848,0.6756,0.9774,toast1,anchor_refresh
132,04:40:52.000,1011120,04:41:49.983,1014599,,,,,,,,
133,04:41:50.000,1014600,04:45:29.983,1027799,1,04:45:08.550,1026513,03:19.435,0.6773,0.9744,toast1,anchor_refresh
134,04:45:30.000,1027800,04:46:09.983,1030199,,,,,,,,
135,04:46:10.000,1030200,04:46:41.983,1032119,,,,,,,,
136,04:46:42.000,1032120,04:52:15.983,1052159,1,04:50:33.233,1045994,03:40.530,0.6661,0.9765,toast1,anchor_refresh
137,04:52:16.000,1052160,04:52:57.983,1054679,,,,,,,,
138,04:52:58.000,1054680,04:53:29.983,1056599,,,,,,,,
139,04:53:30.000,1056600,04:54:11.983,1059119,,,,,,,,
140,04:54:12.000,1059120,04:54:47.983,1061279,,,,,,,,
141,04:54:48.000,1061280,04:55:45.983,1064759,,,,,,,,
142,04:55:46.000,1064760,04:57:13.983,1070039,,,,,,,,
143,04:57:14.000,1070040,04:57:33.983,1071239,,,,,,,,
144,04:57:34.000,1071240,04:58:45.983,1075559,,,,,,,,
145,04:58:46.000,1075560,04:59:05.983,1076759,,,,,,,,
146,04:59:06.000,1076760,04:59:31.983,1078319,,,,,,,,
147,04:59:32.000,1078320,04:59:51.983,1079519,,,,,,,,
148,04:59:52.000,1079520,05:01:25.983,1085159,,,,,,,,
149,05:01:26.000,1085160,05:02:07.983,1087679,,,,,,,,
150,05:02:08.000,1087680,05:02:49.983,1090199,,,,,,,,
151,05:02:50.000,1090200,05:10:55.983,1119359,1,05:07:05.183,1105511,04:12.737,0.8320,0.9771,toast1,anchor_refresh
152,05:10:56.000,1119360,05:11:19.983,1120799,,,,,,,,
153,05:11:20.000,1120800,05:11:39.983,1121999,,,,,,,,
154,05:11:40.000,1122000,05:12:11.983,1123919,,,,,,,,
155,05:12:12.000,1123920,05:12:55.983,1126559,,,,,,,,
156,05:12:56.000,1126560,05:13:15.983,1127759,,,,,,,,
157,05:13:16.000,1127760,05:14:13.983,1131239,,,,,,,,
158,05:14:14.000,1131240,05:16:11.983,1138319,,,,,,,,
159,05:16:12.000,1138320,05:16:49.983,1140599,,,,,,,,
160,05:16:50.000,1140600,05:19:33.983,1150439,1,05:19:02.033,1148522,02:00.320,0.6642,0.9731,toast1,anchor_refresh
161,05:19:34.000,1150440,05:23:39.983,1165199,1,05:23:24.467,1164268,03:33.251,0.6498,0.9775,toast1,anchor_refresh
162,05:23:40.000,1165200,05:24:19.983,1167599,,,,,,,,
163,05:24:20.000,1167600,05:25:05.983,1170359,,,,,,,,
164,05:25:06.000,1170360,05:25:39.983,1172399,,,,,,,,
165,05:25:40.000,1172400,05:26:09.983,1174199,,,,,,,,
166,05:26:10.000,1174200,05:33:53.983,1202039,1,05:29:31.383,1186283,03:12.149,0.7859,0.9701,toast1,anchor_refresh
167,05:33:54.000,1202040,05:34:19.983,1203599,,,,,,,,
168,05:34:20.000,1203600,05:35:11.983,1206719,,,,,,,,
169,05:35:12.000,1206720,05:35:45.983,1208759,,,,,,,,
170,05:35:46.000,1208760,05:36:11.983,1210319,,,,,,,,
171,05:36:12.000,1210320,05:36:45.983,1212359,,,,,,,,
172,05:36:46.000,1212360,05:37:25.983,1214759,,,,,,,,
173,05:37:26.000,1214760,05:37:51.983,1216319,,,,,,,,
174,05:37:52.000,1216320,05:38:11.983,1217519,,,,,,,,
175,05:38:12.000,1217520,05:38:45.983,1219559,,,,,,,,
176,05:38:46.000,1219560,05:43:01.983,1234919,1,05:42:40.800,1233648,03:56.546,0.6790,0.9776,toast1,anchor_refresh
177,05:43:02.000,1234920,05:43:59.983,1238399,,,,,,,,
178,05:44:00.000,1238400,05:44:29.983,1240199,,,,,,,,
179,05:44:30.000,1240200,05:50:33.983,1262039,,,,,,,,
180,05:50:34.000,1262040,05:50:59.983,1263599,,,,,,,,
181,05:51:00.000,1263600,05:51:33.983,1265639,,,,,,,,
182,05:51:34.000,1265640,05:52:13.983,1268039,,,,,,,,
183,05:52:14.000,1268040,05:52:55.983,1270559,,,,,,,,
184,05:52:56.000,1270560,05:54:59.983,1277999,,,,,,,,
185,05:55:00.000,1278000,05:55:25.983,1279559,,,,,,,,
186,05:55:26.000,1279560,05:56:41.983,1284119,,,,,,,,
187,05:56:42.000,1284120,05:58:39.983,1291199,,,,,,,,
188,05:58:40.000,1291200,05:59:01.983,1292519,,,,,,,,
189,05:59:02.000,1292520,06:14:05.983,1346759,1,06:02:21.233,1304474,03:20.195,0.6847,0.9774,toast1,anchor_refresh
190,06:14:06.000,1346760,06:14:29.983,1348199,,,,,,,,
191,06:14:30.000,1348200,06:14:59.983,1349999,,,,,,,,
192,06:15:00.000,1350000,06:15:23.983,1351439,,,,,,,,
193,06:15:24.000,1351440,06:15:59.983,1353599,,,,,,,,
194,06:16:00.000,1353600,06:16:19.983,1354799,,,,,,,,
195,06:16:20.000,1354800,06:17:21.983,1358519,,,,,,,,
196,06:17:22.000,1358520,06:17:49.983,1360199,,,,,,,,
197,06:17:50.000,1360200,06:18:13.983,1361639,,,,,,,,
198,06:18:14.000,1361640,06:23:27.983,1380479,1,06:22:29.667,1376980,04:17.252,0.7805,0.9776,toast1,anchor_refresh
199,06:23:28.000,1380480,06:24:59.983,1385999,,,,,,,,
200,06:25:00.000,1386000,06:29:29.983,1402199,,,,,,,,
201,06:29:30.000,1402200,06:30:01.983,1404119,,,,,,,,
202,06:30:02.000,1404120,06:31:01.983,1407719,,,,,,,,
203,06:31:02.000,1407720,06:31:57.983,1411079,,,,,,,,
204,06:31:58.000,1411080,06:32:41.983,1413719,,,,,,,,
205,06:32:42.000,1413720,06:37:49.983,1432199,1,06:37:10.467,1429828,04:27.948,0.7697,0.9781,toast1,anchor_refresh
206,06:37:50.000,1432200,06:41:47.983,1446479,,,,,,,,
207,06:41:48.000,1446480,06:42:15.983,1448159,,,,,,,,
208,06:42:16.000,1448160,06:42:35.983,1449359,,,,,,,,
209,06:42:36.000,1449360,06:43:09.983,1451399,,,,,,,,
210,06:43:10.000,1451400,06:43:29.983,1452599,,,,,,,,
211,06:43:30.000,1452600,06:43:51.983,1453919,,,,,,,,
212,06:43:52.000,1453920,06:46:55.983,1464959,,,,,,,,
213,06:46:56.000,1464960,06:52:09.983,1483799,1,06:49:54.417,1475665,02:40.949,0.7165,0.9777,toast1,anchor_refresh
214,06:52:10.000,1483800,06:52:47.983,1486079,,,,,,,,
215,06:52:48.000,1486080,06:56:57.983,1501079,,,,,,,,
216,06:56:58.000,1501080,06:57:25.983,1502759,,,,,,,,
217,06:57:26.000,1502760,07:04:03.983,1526639,1,07:01:27.633,1517258,04:00.749,0.7716,0.9759,toast1,anchor_refresh
217,06:57:26.000,1502760,07:04:03.983,1526639,2,07:02:31.133,1521068,04:53.817,0.7320,0.9867,toast2,anchor_refresh
218,07:04:04.000,1526640,07:10:47.983,1550879,1,07:08:31.033,1542662,04:15.242,0.7764,0.9761,toast1,anchor_refresh
218,07:04:04.000,1526640,07:10:47.983,1550879,2,07:10:24.883,1549493,06:01.180,0.7558,0.9863,toast2,anchor_refresh
219,07:10:48.000,1550880,07:11:53.983,1554839,,,,,,,,
220,07:11:54.000,1554840,07:12:19.983,1556399,,,,,,,,
221,07:12:20.000,1556400,07:13:07.983,1559279,,,,,,,,
222,07:13:08.000,1559280,07:13:33.983,1560839,,,,,,,,
223,07:13:34.000,1560840,07:13:59.983,1562399,,,,,,,,
224,07:14:00.000,1562400,07:14:37.983,1564679,,,,,,,,
225,07:14:38.000,1564680,07:15:19.983,1567199,,,,,,,,
226,07:15:20.000,1567200,07:15:51.983,1569119,,,,,,,,
227,07:15:52.000,1569120,07:26:21.983,1606919,1,07:19:09.933,1580996,03:05.147,0.7389,0.9778,toast1,anchor_refresh
227,07:15:52.000,1569120,07:26:21.983,1606919,2,07:20:51.767,1587106,04:24.321,0.7925,0.9860,toast2,anchor_refresh
227,07:15:52.000,1569120,07:26:21.983,1606919,3,07:25:12.450,1602747,08:30.614,0.6967,0.9924,toast3,anchor_refresh
228,07:26:22.000,1606920,07:28:35.983,1614959,,,,,,,,
229,07:28:36.000,1614960,07:29:43.983,1619039,,,,,,,,
230,07:29:44.000,1619040,07:30:09.983,1620599,,,,,,,,
231,07:30:10.000,1620600,07:30:57.983,1623479,,,,,,,,
232,07:30:58.000,1623480,07:31:29.983,1625399,,,,,,,,
233,07:31:30.000,1625400,07:32:43.983,1629839,,,,,,,,
234,07:32:44.000,1629840,07:33:11.983,1631519,,,,,,,,
235,07:33:12.000,1631520,07:39:25.983,1653959,1,07:36:50.500,1644630,03:38.949,0.6375,0.9771,toast1,anchor_refresh
236,07:39:26.000,1653960,07:42:37.983,1665479,,,,,,,,
237,07:42:38.000,1665480,07:43:01.983,1666919,,,,,,,,
238,07:43:02.000,1666920,07:47:31.983,1683119,1,07:46:10.467,1678228,03:08.147,0.7520,0.9776,toast1,anchor_refresh
239,07:47:32.000,1683120,07:47:51.983,1684319,,,,,,,,
240,07:47:52.000,1684320,07:48:19.983,1685999,,,,,,,,
241,07:48:20.000,1686000,07:48:51.983,1687919,,,,,,,,
242,07:48:52.000,1687920,07:49:13.983,1689239,,,,,,,,
243,07:49:14.000,1689240,07:49:41.983,1690919,,,,,,,,
244,07:49:42.000,1690920,07:51:31.983,1697519,,,,,,,,
245,07:51:32.000,1697520,07:52:13.983,1700039,,,,,,,,
246,07:52:14.000,1700040,07:52:35.983,1701359,,,,,,,,
247,07:52:36.000,1701360,08:12:21.983,1772519,1,07:56:47.200,1716432,04:01.174,0.8865,0.9731,toast1,anchor_refresh
247,07:52:36.000,1701360,08:12:21.983,1772519,2,07:58:41.317,1723279,05:44.354,0.6967,0.9844,toast2,anchor_refresh
247,07:52:36.000,1701360,08:12:21.983,1772519,3,08:03:47.150,1741629,10:28.673,0.7241,0.9861,toast3,cached_bbox
248,08:12:22.000,1772520,08:13:01.983,1774919,,,,,,,,
249,08:13:02.000,1774920,08:17:49.983,1792199,1,08:17:14.567,1790074,03:24.348,0.6587,0.9776,toast1,anchor_refresh
250,08:17:50.000,1792200,08:18:25.983,1794359,,,,,,,,
251,08:18:26.000,1794360,08:19:25.983,1797959,,,,,,,,
252,08:19:26.000,1797960,08:20:01.983,1800119,,,,,,,,
253,08:20:02.000,1800120,08:20:25.983,1801559,,,,,,,,
254,08:20:26.000,1801560,08:20:55.983,1803359,,,,,,,,
255,08:20:56.000,1803360,08:21:23.983,1805039,,,,,,,,
256,08:21:24.000,1805040,08:21:47.983,1806479,,,,,,,,
257,08:21:48.000,1806480,08:22:21.983,1808519,,,,,,,,
258,08:22:22.000,1808520,08:26:21.983,1822919,1,08:25:56.917,1821415,03:31.898,0.6350,0.9732,toast1,anchor_refresh
259,08:26:22.000,1822920,08:27:17.983,1826279,,,,,,,,
260,08:27:18.000,1826280,08:27:45.983,1827959,,,,,,,,
261,08:27:46.000,1827960,08:28:31.983,1830719,,,,,,,,
262,08:28:32.000,1830720,08:29:25.983,1833959,,,,,,,,
263,08:29:26.000,1833960,08:39:55.983,1871759,1,08:32:23.967,1844638,02:50.110,0.7461,0.9779,toast1,anchor_refresh
263,08:29:26.000,1833960,08:39:55.983,1871759,2,08:34:37.267,1852636,04:49.688,0.6666,0.9862,toast2,anchor_refresh
264,08:39:56.000,1871760,08:40:17.983,1873079,,,,,,,,
265,08:40:18.000,1873080,08:40:49.983,1874999,,,,,,,,
266,08:40:50.000,1875000,08:41:11.983,1876319,,,,,,,,
267,08:41:12.000,1876320,08:50:19.983,1909199,1,08:44:37.750,1888665,03:09.197,0.6988,0.9770,toast1,anchor_refresh
267,08:41:12.000,1876320,08:50:19.983,1909199,2,08:46:25.350,1895121,04:47.803,0.7254,0.9838,toast2,anchor_refresh
268,08:50:20.000,1909200,08:54:51.983,1925519,1,08:54:29.017,1924141,03:51.388,0.6366,0.9776,toast1,anchor_refresh
269,08:54:52.000,1925520,08:58:39.983,1939199,,,,,,,,
270,08:58:40.000,1939200,09:10:25.983,1981559,1,09:02:43.183,1953791,03:56.848,0.6467,0.9777,toast1,anchor_refresh
270,08:58:40.000,1939200,09:10:25.983,1981559,2,09:04:13.133,1959188,05:11.910,0.7193,0.9864,toast2,anchor_refresh
270,08:58:40.000,1939200,09:10:25.983,1981559,3,09:08:33.433,1974806,09:22.784,0.7296,0.9924,toast3,anchor_refresh
271,09:10:26.000,1981560,09:20:47.983,2018879,1,09:17:14.483,2006069,03:40.248,0.7037,0.9779,toast1,anchor_refresh
272,09:20:48.000,2018880,09:21:41.983,2022119,,,,,,,,
273,09:21:42.000,2022120,09:22:07.983,2023679,,,,,,,,
274,09:22:08.000,2023680,09:22:43.983,2025839,,,,,,,,
275,09:22:44.000,2025840,09:28:59.983,2048399,1,09:28:29.200,2046552,04:26.688,0.6653,0.9775,toast1,anchor_refresh
276,09:29:00.000,2048400,09:33:29.983,2064599,1,09:32:54.783,2062487,03:55.907,0.6381,0.9757,toast1,anchor_refresh
277,09:33:30.000,2064600,09:34:15.983,2067359,,,,,,,,
278,09:34:16.000,2067360,09:34:39.983,2068799,,,,,,,,
279,09:34:40.000,2068800,09:35:05.983,2070359,,,,,,,,
280,09:35:06.000,2070360,09:35:43.983,2072639,,,,,,,,
281,09:35:44.000,2072640,09:36:17.983,2074679,,,,,,,,
282,09:36:18.000,2074680,09:36:57.983,2077079,,,,,,,,
283,09:36:58.000,2077080,09:37:17.983,2078279,,,,,,,,
284,09:37:18.000,2078280,09:44:57.983,2105879,1,09:40:57.217,2091433,03:39.347,0.6829,0.9779,toast1,anchor_refresh
285,09:44:58.000,2105880,09:45:23.983,2107439,,,,,,,,
286,09:45:24.000,2107440,09:46:13.983,2110439,,,,,,,,
287,09:46:14.000,2110440,09:47:47.983,2116079,,,,,,,,
288,09:47:48.000,2116080,09:48:31.983,2118719,,,,,,,,
289,09:48:32.000,2118720,09:49:31.983,2122319,,,,,,,,
290,09:49:32.000,2122320,09:50:25.983,2125559,,,,,,,,
291,09:50:26.000,2125560,10:07:12.200,2185932,1,09:53:59.283,2138357,03:16.280,0.7170,0.9742,toast1,anchor_refresh
